_id,start_time,end_time,type,trajectory,location_id,weather,clip,validation,explanation
"""6339259a0a5f9d9378d405ac""","10/2/2022, 1:45:55 AM","10/2/2022, 1:46:02 AM",car,"[[1255.5,454.5],[1253.25,449.625],[1248.75,448.125],[1248.75,452.25],[1243.5,454.5],[1241.25,450.75],[1237.5,446.25],[1233,445.5],[1230,444],[1227,439.125],[1225.5,441],[1190.25,426],[1187.25,424.5],[1183.5,418.875],[1181.25,419.625],[1176,417.375],[1170.75,415.875],[1160.25,415.5],[1127.25,403.5],[1122.75,400.125],[1119.75,399],[1101,395.625],[1097.25,395.25],[1093.5,395.25],[1083,393.375]]","""6255092968981447d491ef3a""",Clouds,"=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664689555.mp4"")",true,
"""63396c550a5f9d9378d405b8""","10/2/2022, 6:47:25 AM","10/2/2022, 6:47:49 AM",car,"[[1290,427.875],[1287.75,427.125],[1285.5,427.125],[1280.25,426.375],[1275,426.375],[1269.75,426],[1264.5,426],[1260.75,425.25],[1256.25,424.875],[1252.5,423.75],[1248,422.25],[1245,422.25],[1241.25,422.625],[1237.5,421.125],[1235.25,420],[1233,418.875],[1228.5,417],[1223.25,416.625],[1219.5,415.875],[1216.5,416.625],[1212.75,416.25],[1209.75,416.25],[1206.75,415.125],[1203,414],[1199.25,413.625],[1195.5,414.375],[1191,415.125],[1188.75,414],[1185.75,413.25],[1182,410.25],[1179,410.625],[1173.75,410.25],[1167.75,408.375],[1164.75,407.625],[1160.25,407.25],[1158,405],[1154.25,405.375],[1152,405.375],[1150.5,405.75],[1146.75,406.125],[1143.75,406.875],[1140.75,405.75],[1137,404.625],[1133.25,404.25],[1128.75,403.875],[1125,402.75],[1122.75,401.625],[1119,400.875],[1115.25,400.125],[1112.25,398.625],[1109.25,398.25],[1106.25,398.25],[1105.5,398.25],[1107.75,398.25],[1096.5,397.875],[1092.75,397.125],[1090.5,397.875],[1086,397.5],[1083,396.375],[1081.5,396.75],[1289.25,430.875],[1284,430.5],[1278,429.75],[1269.75,429],[1267.5,428.625],[1262.25,428.625],[1259.25,427.125],[1257.75,424.125],[1254.75,423.75],[1250.25,423],[1249.5,420.75],[1243.5,418.125],[1240.5,415.875],[1238.25,415.125],[1237.5,414],[1090.5,396.375],[1014.75,430.5],[1016.25,430.5],[1020,431.25],[1024.5,430.875],[1026.75,431.25],[1029.75,431.25],[1032.75,433.125],[1038,433.125],[1040.25,433.875],[1044,434.25],[1047,434.25],[1050.75,433.125],[1053.75,434.625],[1058.25,435.375],[1059,436.5],[1062,436.125],[1067.25,436.5],[1070.25,436.875],[1074.75,437.25],[1078.5,439.125],[1081.5,441],[1086.75,441.75],[1089.75,440.625],[1092.75,440.625],[1096.5,441.75],[1099.5,442.5],[1103.25,442.875],[1107,444],[1110.75,447],[1115.25,448.875],[1122,451.5],[1125,454.125],[1129.5,454.5],[1134,452.25],[1136.25,454.125],[1141.5,456.375],[1146.75,457.5],[1152,459.375],[1157.25,459.75],[1161,460.875],[1164.75,461.25],[1168.5,462.375],[1173.75,463.5],[1180.5,464.625],[1185,464.625],[1185.75,466.125],[1191,467.25],[1194.75,467.625],[1201.5,468.75],[1208.25,469.125],[1212.75,470.625],[1216.5,471.375],[1223.25,472.125],[1227,473.25],[1233,474.375],[1236,474.75],[1241.25,474.75]]","""6255092968981447d491ef3a""",Clouds,"=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664707646.mp4"")",true,
"""63396e3c0a5f9d9378d405b9""","10/2/2022, 6:55:50 AM","10/2/2022, 6:55:56 AM",car,"[[1284,422.25],[1278.75,419.25],[1278,420.75],[1272.75,419.25],[1262.25,417],[1232.25,410.625],[1203,409.125],[1186.5,406.125],[1181.25,404.25],[1174.5,406.5],[1167.75,405.375],[1165.5,403.5],[1158,402],[1154.25,404.625],[1149,400.875],[1145.25,400.5],[1138.5,398.25],[1127.25,397.5],[1122.75,395.25],[1117.5,395.25],[1113.75,396.75],[1107.75,395.625],[1102.5,393.75],[1097.25,393.28125],[1085.25,392.25],[1082.25,391.78125],[1076.25,392.625]]","""6255092968981447d491ef3a""",Clouds,"=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664708150.mp4"")",true,
"""63397c7c0a5f9d9378d405bf""","10/2/2022, 7:56:32 AM","10/2/2022, 7:56:44 AM",car,"[[1284.75,423.75],[1281,422.25],[1272.75,421.5],[1269,420.75],[1263,421.125],[1258.5,420],[1240.5,416.625],[1242,413.25],[1236,413.625],[1232.25,414.375],[1229.25,415.5],[1221.75,415.875],[1219.5,413.25],[1214.25,414],[1209.75,413.625],[1205.25,412.875],[1199.25,411.375],[1196.25,411.75],[1189.5,412.875],[1186.5,411],[1181.25,408.375],[1176.75,408.375],[1170,406.875],[1165.5,405.75],[1162.5,405],[1157.25,402.75],[1153.5,402],[1149,399.75],[1143.75,400.875],[1140,399.75],[1135.5,398.25],[1132.5,397.5],[1125.75,396.75],[1120.5,395.25],[1117.5,395.625],[1113.75,393.75],[1108.5,395.25],[1104.75,393.75],[1099.5,394.5],[1095.75,394.125],[1090.5,393],[1086.75,392.625],[1083,392.25],[1078.5,393],[1003.5,432],[1008,434.625],[1011,436.5],[1014,438.75],[1017,438.75],[1024.5,438.375],[1029,439.5],[1035.75,440.25],[1040.25,439.875],[1043.25,440.25],[1048.5,442.5],[1054.5,443.25],[1059.75,444.75],[1064.25,445.125],[1070.25,446.25],[1074,447],[1081.5,448.5],[1086,449.625],[1092.75,452.625],[1098,454.875],[1103.25,456.75],[1111.5,457.5],[1118.25,459.375],[1125.75,460.875],[1132.5,464.25],[1139.25,463.875],[1146,466.5],[1152,467.25],[1158.75,467.625],[1167.75,469.875],[1174.5,471.75],[1182,473.625],[1186.5,474.375],[1191,476.625],[1199.25,477.75],[1206,477.375],[1217.25,476.625],[1226.25,481.125]]","""6255092968981447d491ef3a""",Clouds,"=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664711792.mp4"")",true,
"""633988ca0a5f9d9378d405c7""","10/2/2022, 8:48:34 AM","10/2/2022, 8:49:13 AM",car,"[[1019.25,423.75],[1023,424.125],[1026,426],[1029.75,426.75],[1035,426.75],[1040.25,428.625],[1045.5,429],[1049.25,430.125],[1053,432],[1056.75,432.375],[1062,433.5],[1067.25,435],[1071.75,436.5],[1076.25,437.625],[1082.25,438.375],[1087.5,440.25],[1092,440.25],[1096.5,439.875],[1101.75,441.75],[1109.25,443.25],[1113.75,444],[1119,445.875],[1124.25,447.75],[1131.75,448.875],[1135.5,450],[1140.75,452.25],[1146.75,453],[1151.25,455.25],[1162.5,456.375],[1167,458.25],[1172.25,458.625],[1178.25,460.5],[1184.25,462],[1188.75,463.125],[1194,463.5],[1203.75,465.375],[1209,467.625],[1215.75,469.125],[1222.5,471.75],[1230,472.875],[1239,474.375],[1242.75,474.75],[1290.75,420.375],[1283.25,421.125],[1276.5,419.25],[1273.5,419.25],[1272.75,418.875],[1269.75,419.25],[1266,418.5],[1260.75,417],[1256.25,416.625],[1248.75,416.25],[1242.75,415.125],[1239.75,414.75],[1230.75,414],[1224,414],[1222.5,412.875],[1221.75,411.75],[1219.5,411.375],[1215.75,411.375],[1211.25,410.625],[1207.5,409.125],[1202.25,409.5],[1196.25,408.75],[1191.75,406.5],[1188.75,406.5],[1184.25,406.875],[1179.75,405],[1175.25,405],[1173,402],[1167.75,401.25],[1165.5,403.5],[1163.25,402.375],[1158.75,398.90625],[1154.25,398.53125],[1151.25,397.5],[1147.5,395.625],[1144.5,393.75],[1140,394.59375],[1136.25,394.21875],[1131.75,393.75],[1128.75,391.875],[1123.5,389.625],[1125,390.75],[1124.25,387.75],[1258.5,408],[1254.75,410.25],[1242,408.75],[1240.5,409.125],[1233.75,405.75],[1230.75,405],[1226.25,406.5],[1220.25,406.125],[1212.75,404.25],[1176,397.125],[1130.25,387],[1126.5,386.25],[1119.75,382.78125],[1115.25,382.40625],[1109.25,380.625],[1105.5,382.875],[1098.75,380.53125],[1097.25,381.375],[1008,424.875],[1012.5,424.5],[1017.75,425.25],[1023.75,424.5],[1028.25,424.875],[1035,426.375],[1040.25,427.125],[1044.75,428.25],[1050.75,428.625],[1055.25,429.375],[1063.5,430.875],[1068.75,433.125],[1074.75,436.125],[1080,437.625],[1086,439.5],[1093.5,440.25],[1099.5,441.375],[1105.5,442.125],[1113,443.625],[1122,444.75],[1126.5,446.625],[1132.5,448.5],[1139.25,449.25],[1147.5,451.5],[1155.75,451.5],[1163.25,453],[1168.5,454.5],[1176.75,456.75],[1185.75,458.25],[1193.25,460.875],[1203,462.375],[1211.25,465],[1219.5,466.5],[1229.25,469.875],[1234.5,466.875],[1008.75,427.125],[1014.75,428.25],[1020,429.375],[1024.5,431.25],[1033.5,433.125],[1037.25,432.375],[1045.5,434.25],[1051.5,435.375],[1059.75,435],[1064.25,434.25],[1070.25,438.375],[1076.25,440.25],[1084.5,443.25],[1093.5,444.375],[1097.25,446.25],[1107,448.875],[1113.75,450.75],[1120.5,452.625],[1127.25,453.375],[1134.75,456],[1140.75,457.125],[1149,459.375],[1157.25,460.875],[1164,462.375],[1170,463.875],[1181.25,466.125],[1189.5,469.875],[1198.5,469.875],[1208.25,471.375],[1218,478.125],[1224.75,478.125],[1233.75,476.625],[1242,412.875],[1234.5,415.5],[1232.25,417],[1226.25,414],[1217.25,413.25],[1214.25,413.625],[1207.5,412.875],[1203.75,412.5],[1200.75,412.875],[1196.25,412.125],[1188.75,411],[1185.75,409.5],[1182,408.375],[1176,405],[1168.5,403.125],[1161.75,401.625],[1158,399.375],[1152.75,398.625],[1149,397.875],[1144.5,399.375],[1138.5,398.25],[1134,395.25],[1128.75,394.5],[1125,393.375],[1124.25,394.125],[1123.5,393],[1119,388.875],[1116.75,387.75],[1110.75,385.96875],[1105.5,384.28125]]","""6255092968981447d491ef3a""",Clouds,"=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664714914.mp4"")",true,
"""633988cb0a5f9d9378d405c8""","10/2/2022, 8:48:41 AM","10/2/2022, 8:49:15 AM",car,"[[1012.5,418.125],[1014.75,419.25],[1019.25,420.75],[1023.75,420],[1028.25,422.25],[1033.5,421.875],[1041,420.75],[1044,424.125],[1047,426],[1052.25,424.5],[1057.5,420.75],[1059,430.125],[1065.75,432.375],[1070.25,433.875],[1071.75,431.25],[1078.5,434.25],[1086,435.75],[1091.25,435.75],[1096.5,432.75],[1100.25,433.5],[1106.25,436.125],[1111.5,437.25],[1116.75,439.5],[1123.5,441],[1129.5,439.5],[1136.25,444],[1140,444],[1146,444.375],[1149.75,446.625],[1157.25,448.5],[1164.75,450],[1168.5,450],[1173.75,450.75],[1181.25,453],[1187.25,454.125],[1194,456.375],[1199.25,457.5],[1205.25,457.875],[1212.75,461.25],[1218.75,462.75],[1224,463.875],[1230.75,465],[1236,467.25],[1005,432.75],[1008,432.75],[1011,433.5],[1014,434.25],[1020.75,433.875],[1026,435],[1032,436.125],[1035.75,436.5],[1041,437.25],[1047,438.375],[1053,440.25],[1057.5,442.125],[1061.25,444.375],[1065.75,446.25],[1071,447],[1075.5,449.25],[1083,448.875],[1087.5,450.75],[1092.75,451.5],[1098.75,452.625],[1104.75,455.625],[1112.25,456],[1117.5,457.125],[1122,459.375],[1128.75,460.5],[1135.5,461.625],[1142.25,463.125],[1147.5,465.375],[1155,465.375],[1159.5,468.75],[1164.75,471.375],[1172.25,471.75],[1179,472.5],[1183.5,474],[1191,475.875],[1199.25,475.5],[1207.5,477],[1212.75,480.75],[1221,482.25],[1224.75,481.5],[1231.5,482.25],[1189.5,407.625],[1183.5,406.5],[1176,405.75],[1173,408.375],[1170.75,406.875],[1166.25,406.5],[1160.25,406.125],[1156.5,405],[1152.75,403.5],[1148.25,404.25],[1145.25,403.125],[1140,401.625],[1136.25,400.125],[1132.5,401.625],[1128.75,400.5],[1125.75,400.125],[1119.75,399.375],[1116.75,399.75],[1112.25,399.375],[1107.75,397.875],[1106.25,397.125],[1100.25,396.375],[1098,396.375],[1096.5,394.875],[1092,395.25],[1088.25,394.5],[1224.75,412.125],[1219.5,411.375],[1212,411],[1207.5,411.375],[1206,409.875],[1200.75,411.375],[1195.5,411],[1190.25,411],[1185,409.125],[1179.75,408.375],[1173,405],[1165.5,405],[1160.25,402.375],[1155,399.75],[1152,399],[1145.25,399],[1142.25,398.25],[1137.75,396.75],[1133.25,396.375],[1127.25,396.375],[1123.5,393.75],[1120.5,393.375],[1116.75,394.125],[1113,389.25],[1108.5,388.5],[1101.75,388.5],[1005,418.5],[1008,417.375],[1015.5,416.25],[1029,424.875],[1033.5,428.25],[1038.75,429.375],[1046.25,428.25],[1051.5,431.25],[1059,433.125],[1061.25,435.75],[1072.5,435],[1078.5,438.375],[1087.5,442.125],[1095,435],[1096.5,443.625],[1104.75,447.375],[1110,447.75],[1119.75,448.875],[1126.5,448.5],[1135.5,451.875],[1143,452.25],[1150.5,453],[1157.25,452.625],[1168.5,455.625],[1176,457.5],[1184.25,457.875],[1194,458.625],[1202.25,462.375],[1211.25,468],[1218,469.875],[1226.25,469.5],[1237.5,465]]","""6255092968981447d491ef3a""",Clouds,"=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664714914.mp4"")",true,
"""633998840a5f9d9378d405db""","10/2/2022, 9:55:58 AM","10/2/2022, 9:56:20 AM",car,"[[1013.25,421.875],[1016.25,424.5],[1020,426.75],[1025.25,427.125],[1030.5,426.75],[1035.75,427.875],[1038.75,428.625],[1044.75,429.375],[1047.75,430.125],[1053,431.25],[1057.5,432],[1063.5,432.75],[1068.75,434.625],[1074,435.375],[1079.25,437.25],[1084.5,439.125],[1089.75,439.875],[1095,440.25],[1101,441.75],[1107,442.125],[1112.25,443.25],[1120.5,447.375],[1125.75,448.875],[1134,451.875],[1140.75,451.5],[1145.25,453],[1152,454.125],[1157.25,456],[1165.5,457.5],[1170.75,458.25],[1177.5,460.875],[1184.25,461.625],[1191,463.5],[1197,465],[1206.75,465.375],[1212,467.625],[1220.25,467.625],[1227,469.875],[1233.75,472.875],[1009.5,423.75],[1013.25,424.5],[1016.25,424.125],[1020.75,426],[1027.5,427.875],[1035,428.625],[1038,430.125],[1042.5,431.25],[1047,430.875],[1054.5,431.25],[1060.5,431.25],[1067.25,432.375],[1073.25,433.5],[1078.5,436.125],[1084.5,438.75],[1092,440.25],[1095.75,441.75],[1099.5,442.125],[1107.75,443.25],[1114.5,444],[1119.75,445.875],[1125.75,447.75],[1133.25,449.25],[1140,450.375],[1147.5,451.5],[1154.25,452.25],[1161.75,456],[1167.75,458.25],[1173.75,458.625],[1182,460.875],[1189.5,462.375],[1196.25,465.375],[1204.5,468],[1213.5,469.5],[1220.25,470.25],[1228.5,472.5],[1235.25,473.25],[1239.75,473.25],[1260.75,419.625],[1252.5,415.875],[1243.5,414],[1240.5,409.125],[1103.25,393.375],[1097.25,393.75],[1092.75,393],[1087.5,393],[1084.5,389.25],[1013.25,430.125],[1020.75,431.625],[1025.25,431.625],[1032,432.75],[1038.75,433.5],[1044.75,435.75],[1049.25,436.5],[1057.5,436.5],[1065.75,439.5],[1072.5,440.25],[1078.5,442.875],[1084.5,443.625],[1091.25,445.5],[1095,447.375],[1103.25,449.625],[1111.5,451.5],[1118.25,454.125],[1125,456.75],[1133.25,459],[1141.5,460.125],[1147.5,462.375],[1155.75,465],[1161.75,468],[1169.25,469.875],[1178.25,471.375],[1188,474],[1196.25,473.625],[1203.75,477],[1212,478.125],[1220.25,478.875],[1229.25,481.125],[1239.75,480]]","""6255092968981447d491ef3a""",Clouds,"=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664718958.mp4"")",true,
"""6339a6230a5f9d9378d405e7""","10/2/2022, 10:54:21 AM","10/2/2022, 10:54:27 AM",truck,"[[1277.25,412.5],[1267.5,412.5],[1267.5,412.125],[1266,409.5],[1265.25,410.34375],[1261.5,407.625],[1260.75,407.53125],[1254,408.75],[1250.25,409.5],[1247.25,411]]","""6255092968981447d491ef3a""",Clouds,"=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664722460.mp4"")",true,
"""6339a6240a5f9d9378d405e8""","10/2/2022, 10:54:20 AM","10/2/2022, 10:54:28 AM",truck,"[[1010.25,408.375],[1013.25,410.625],[1014,410.90625],[1017,411.09375],[1021.5,412.125],[1023,413.25],[1028.25,411.09375],[1027.5,412.125],[1031.25,413.71875],[1034.25,413.15625],[1040.25,413.625],[1044,414],[1047.75,415.03125],[1051.5,415.125],[1056,416.625],[1059,417],[1061.25,417],[1069.5,424.125],[1073.25,423.375],[1074.75,423.375],[1079.25,425.625],[1085.25,424.875],[1089.75,424.5],[1094.25,427.5],[1115.25,424.125],[1108.5,426.09375],[1111.5,427.59375],[1113.75,429.75],[1114.5,429.75],[1147.5,427.875],[1142.25,429.65625],[1149,427.875],[1147.5,431.625],[1138.5,434.625],[1152.75,437.625],[1158.75,433.5],[1161.75,435.75],[1165.5,435.65625],[1167,436.875],[1173,441.75],[1184.25,445.5],[1190.25,447.375],[1194,450],[1197,449.25],[1201.5,448.875],[1205.25,447.75],[1212,449.625],[1218,450.75],[1221,451.875],[1227,452.625],[1231.5,454.125]]","""6255092968981447d491ef3a""",Clouds,"=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664722460.mp4"")",true,
"""6339a6690a5f9d9378d405e9""","10/2/2022, 10:55:30 AM","10/2/2022, 10:55:37 AM",car,"[[1283.25,429.75],[1275,429],[1267.5,429.375],[1260.75,429.375],[1254.75,428.25],[1248.75,426.375],[1243.5,426.75],[1237.5,425.25],[1233,424.125],[1227,422.625],[1220.25,422.25],[1214.25,420.75],[1209.75,419.625],[1204.5,417.75],[1200.75,417.75],[1193.25,416.25],[1188.75,415.875],[1184.25,414.75],[1176.75,413.625],[1170.75,411.75],[1162.5,412.5],[1157.25,411.375],[1154.25,411],[1149,409.875],[1143.75,409.125],[1137,406.875],[1132.5,406.5],[1128,404.25],[1123.5,404.625],[1117.5,402.75],[1110.75,402],[1106.25,402],[1101,401.625],[1096.5,400.875],[1092,398.625],[1086,398.625]]","""6255092968981447d491ef3a""",Clouds,"=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664722530.mp4"")",false,False Signal
