_id,start_time,end_time,location_id,clip
"""633ab41e1bb12aca18a8fbbf""","10/3/2022, 6:05:50 AM","10/3/2022, 6:06:22 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664791550.mp4"")"
"""633abaa71bb12aca18a8fbc9""","10/3/2022, 6:32:12 AM","10/3/2022, 6:34:15 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664793132.mp4"")"
"""633abeef1bb12aca18a8fbd3""","10/3/2022, 6:51:53 AM","10/3/2022, 6:52:31 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664794313.mp4"")"
"""633ac08d1bb12aca18a8fbd9""","10/3/2022, 6:58:12 AM","10/3/2022, 6:59:24 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664794692.mp4"")"
"""633ac15f1bb12aca18a8fbdb""","10/3/2022, 7:02:02 AM","10/3/2022, 7:02:55 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664794922.mp4"")"
"""633ac47c1bb12aca18a8fbe2""","10/3/2022, 7:15:35 AM","10/3/2022, 7:16:12 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664795735.mp4"")"
"""633ac6461bb12aca18a8fbe7""","10/3/2022, 7:20:12 AM","10/3/2022, 7:23:49 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664796012.mp4"")"
"""633ac6f31bb12aca18a8fbe8""","10/3/2022, 7:25:07 AM","10/3/2022, 7:26:43 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664796307.mp4"")"
"""633ac8eb1bb12aca18a8fbef""","10/3/2022, 7:34:11 AM","10/3/2022, 7:35:07 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664796851.mp4"")"
"""633accc61bb12aca18a8fbf7""","10/3/2022, 7:50:57 AM","10/3/2022, 7:51:34 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664797857.mp4"")"
"""633acda01bb12aca18a8fbfa""","10/3/2022, 7:52:38 AM","10/3/2022, 7:55:12 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664797958.mp4"")"
"""633acf621bb12aca18a8fbff""","10/3/2022, 8:01:44 AM","10/3/2022, 8:02:42 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664798504.mp4"")"
"""633ad37c1bb12aca18a8fc09""","10/3/2022, 8:19:32 AM","10/3/2022, 8:20:12 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664799572.mp4"")"
"""633ad4501bb12aca18a8fc0d""","10/3/2022, 8:21:09 AM","10/3/2022, 8:23:44 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664799669.mp4"")"
"""633ad85b1bb12aca18a8fc18""","10/3/2022, 8:40:03 AM","10/3/2022, 8:40:59 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664800803.mp4"")"
"""633adb5b1bb12aca18a8fc1f""","10/3/2022, 8:52:29 AM","10/3/2022, 8:53:47 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664801549.mp4"")"
"""633adcfe1bb12aca18a8fc23""","10/3/2022, 8:59:40 AM","10/3/2022, 9:00:46 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664801980.mp4"")"
"""633addc31bb12aca18a8fc26""","10/3/2022, 9:01:35 AM","10/3/2022, 9:04:03 AM","""6255092968981447d491ef3a""","=HYPERLINK(""https://igct-test.s3.amazonaws.com/6255092968981447d491ef3a_1664802095.mp4"")"
